"","price","speed","hd","ram","screen","ads","trend","pc_cluster_2$cluster"
"697",2690,50,340,8,15,176,6,6
"698",1579,25,120,4,14,176,6,8
"699",3098,33,345,16,15,176,6,6
"700",1295,25,80,4,14,176,6,8
"701",1945,50,250,4,14,176,6,8
"702",2099,33,120,4,14,176,6,8
"703",1999,33,245,8,14,176,6,8
"704",3090,66,452,16,15,176,6,6
"705",1890,25,214,4,15,176,6,8
"706",1895,33,214,4,14,176,6,8
"707",3398,66,345,16,15,176,6,6
"708",1845,33,250,4,14,176,6,8
"709",1795,25,214,4,14,176,6,8
"710",2050,50,170,4,14,176,6,8
"711",2495,25,452,16,14,176,6,5
"712",2375,50,250,8,15,176,6,6
"713",1690,33,107,2,15,249,7,9
"714",3299,50,450,8,15,249,7,7
"715",1995,66,107,2,14,249,7,4
"716",1495,25,107,2,14,249,7,9
"717",2999,66,345,16,15,249,7,7
"718",3599,33,345,16,17,249,7,2
"719",3295,66,545,8,14,249,7,7
"720",3999,66,450,8,17,249,7,2
"721",3025,33,1370,8,14,249,7,5
"722",1890,25,214,4,15,249,7,9
"723",2648,66,245,8,14,249,7,4
"724",2295,66,214,4,14,249,7,4
"725",2199,66,340,4,14,249,7,4
"726",2090,66,107,2,14,249,7,4
"727",2075,33,250,8,15,249,7,9
"728",2744,33,452,16,14,249,7,5
"729",2425,33,545,8,14,249,7,9
"730",1749,33,230,4,14,249,7,9
"731",1899,33,230,4,14,249,7,9
"732",1520,25,170,4,14,249,7,9
"733",1795,33,214,8,14,249,7,9
"734",1879,50,210,4,15,249,7,9
"735",1590,25,107,2,15,249,7,9
"736",1890,33,107,2,14,249,7,9
"737",1720,33,212,4,14,249,7,9
"738",1845,33,250,8,15,249,7,9
"739",2495,25,452,16,14,249,7,5
"740",3099,66,450,16,15,249,7,7
"741",2990,50,452,16,14,249,7,5
"742",2144,66,107,2,14,249,7,4
"743",1890,33,107,2,15,249,7,9
"744",1975,33,250,8,14,249,7,9
"745",1945,33,250,4,14,249,7,9
"746",4248,66,345,16,17,249,7,7
"747",2244,25,340,8,14,249,7,9
"748",2044,33,107,2,14,249,7,9
"749",1690,33,107,2,14,249,7,9
"750",2844,66,340,8,14,249,7,4
"751",1749,33,170,4,14,249,7,9
"752",2395,33,340,8,17,249,7,2
"753",1890,25,214,4,14,249,7,9
"754",2694,25,452,16,14,249,7,5
"755",2465,33,250,8,17,249,7,2
"756",1999,33,245,8,14,249,7,9
"757",1599,25,120,4,14,249,7,9
"758",2745,66,250,8,17,249,7,2
"759",1595,33,107,2,14,249,7,9
"760",1999,33,120,4,14,249,7,9
"761",1939,50,170,4,14,249,7,9
"762",1590,25,107,2,14,249,7,9
"763",1695,33,250,4,14,249,7,9
"764",3048,33,345,16,15,249,7,5
"765",1599,25,170,4,14,249,7,9
"766",2144,50,107,2,14,249,7,9
"767",2744,25,452,16,14,249,7,5
"768",1399,25,170,4,14,249,7,9
"769",2015,66,210,4,14,249,7,4
"770",2799,66,450,8,15,249,7,4
"771",2095,25,340,8,14,249,7,9
"772",2544,66,214,4,14,249,7,4
"773",3948,33,345,16,17,249,7,2
"774",2690,33,452,16,15,249,7,5
"775",2699,33,345,16,15,249,7,5
"776",2490,33,340,8,14,249,7,9
"777",2244,33,214,4,14,249,7,9
"778",1399,33,130,4,14,249,7,9
"779",2795,33,452,16,14,249,7,5
"780",3595,50,452,8,14,249,7,7
"781",2045,33,250,4,15,249,7,9
"782",2290,50,214,4,15,249,7,4
"783",3090,66,452,16,15,249,7,7
"784",2644,33,340,8,14,249,7,9
"785",2348,33,245,8,14,249,7,9
"786",2120,33,212,8,14,249,7,9
"787",2494,66,214,4,14,249,7,4
"788",2394,33,340,8,14,249,7,9
"789",1845,66,210,4,14,249,7,4
"790",3044,50,452,16,14,249,7,5
"791",2195,50,214,4,14,249,7,9
"792",2995,66,340,16,15,249,7,7
"793",1829,33,170,4,14,249,7,9
"794",2845,66,340,8,17,249,7,2
"795",1395,25,107,4,14,249,7,9
"796",3495,33,452,8,14,249,7,5
"797",2890,33,452,16,14,249,7,5
"798",2344,33,214,4,14,249,7,9
"799",2944,33,452,16,14,249,7,5
"800",2290,33,340,8,15,249,7,9
"801",2799,33,240,4,14,249,7,9
"802",2895,50,452,16,14,249,7,5
"803",2599,50,230,4,14,249,7,4
"804",3499,66,450,8,17,249,7,2
"805",1509,50,130,4,14,249,7,9
"806",2399,50,340,8,14,249,7,4
"807",2290,50,214,4,14,249,7,9
"808",2544,33,340,8,14,249,7,9
"809",2295,66,250,8,15,249,7,4
"810",1579,25,120,4,14,249,7,9
"811",2495,50,340,8,14,249,7,4
"812",1944,33,107,2,14,249,7,9
"813",1769,66,170,4,14,249,7,4
"814",3094,50,452,16,14,249,7,5
"815",1849,33,170,4,14,249,7,9
"816",1744,25,107,2,14,249,7,9
"817",2744,50,340,8,14,249,7,4
"818",1848,33,130,4,14,249,7,9
"819",1644,25,107,2,14,249,7,9
"820",2344,50,214,4,14,249,7,9
"821",2694,50,340,8,14,249,7,4
"822",2495,66,340,8,14,249,7,4
"823",2945,66,250,8,15,249,7,4
"824",2395,50,340,8,15,249,7,4
"825",2590,25,452,16,15,249,7,5
"826",1795,33,107,2,14,249,7,9
"827",1559,50,130,4,14,249,7,9
"828",2444,50,214,4,14,249,7,9
"829",1794,33,107,2,14,249,7,9
"830",3348,66,345,16,15,249,7,7
"831",2999,66,540,8,15,249,7,7
"832",2294,33,214,4,14,249,7,9
"833",2095,33,214,4,14,249,7,9
"834",1995,33,212,8,15,249,7,9
"835",1769,33,210,4,15,249,7,9
"836",2059,66,170,4,14,249,7,4
"837",2990,50,452,16,15,249,7,7
"838",2290,33,340,8,14,249,7,9
"839",1299,33,130,4,14,249,7,9
"840",2399,50,250,8,15,249,7,4
"841",3789,66,527,8,15,249,7,7
"842",2325,66,250,8,15,249,7,4
"843",3495,66,500,8,14,249,7,7
"844",2644,25,452,16,14,249,7,5
"845",2644,50,340,8,14,249,7,4
"846",1694,25,107,2,14,249,7,9
"847",1990,33,214,4,14,249,7,9
"848",2225,66,250,4,14,249,7,4
"849",1295,25,170,4,14,249,7,9
"850",2144,33,214,4,14,249,7,9
"851",1499,25,170,4,14,249,7,9
"852",2294,25,340,8,14,249,7,9
"853",3695,66,452,8,14,249,7,7
"854",2099,33,120,4,14,249,7,9
"855",2794,33,452,16,14,249,7,5
"856",2590,50,340,8,15,249,7,4
"857",1795,25,214,4,14,249,7,9
"858",1539,33,170,4,14,249,7,9
"859",2090,66,107,2,15,249,7,4
"860",2344,25,340,8,14,249,7,9
"861",2195,33,340,8,14,249,7,9
"862",1879,50,170,4,14,249,7,9
"863",1975,66,250,4,14,249,7,4
"864",2390,66,214,4,15,249,7,4
"865",3720,66,500,8,14,249,7,7
"866",1895,50,107,2,14,249,7,9
"867",1999,66,210,4,15,249,7,4
"868",2595,66,340,8,14,249,7,4
"869",2620,50,340,8,15,249,7,4
"870",2344,33,340,8,14,249,7,9
"871",1990,50,107,2,14,249,7,9
"872",2094,50,107,2,14,249,7,9
"873",1945,33,340,8,15,249,7,9
"874",2190,33,214,4,15,249,7,9
"875",2299,66,120,4,14,249,7,4
"876",2444,33,340,8,14,249,7,9
"877",2175,66,250,8,15,249,7,4
"878",2044,33,214,4,14,249,7,9
"879",2244,66,107,2,14,249,7,4
"880",2125,66,250,8,15,249,7,4
"881",2845,66,250,8,14,249,7,4
"882",3899,66,345,16,17,249,7,7
"883",1649,50,170,4,14,249,7,9
"884",2595,66,340,8,15,249,7,4
"885",3144,66,452,16,14,249,7,7
"886",1999,33,230,4,14,249,7,9
"887",2899,50,240,4,14,249,7,4
"888",3090,66,452,16,14,249,7,7
"889",2094,33,214,4,14,249,7,9
"890",1895,33,214,4,14,249,7,9
"891",2999,66,450,8,15,249,7,7
"892",2994,33,452,16,14,249,7,5
"893",1495,33,107,4,14,249,7,9
"894",1395,25,170,4,15,249,7,9
"895",2675,66,340,8,17,249,7,2
"896",2394,50,214,4,14,249,7,9
"897",2590,25,452,16,14,249,7,5
"898",2690,33,452,16,14,249,7,5
"899",1990,33,214,4,15,249,7,9
"900",2190,25,340,8,15,249,7,9
"901",3895,66,1370,8,14,249,7,7
"902",2999,66,320,8,15,249,7,4
"903",2890,33,452,16,15,249,7,5
"904",1799,33,120,4,14,249,7,9
"905",2794,66,340,8,14,249,7,4
"906",1899,25,120,4,14,249,7,9
"907",2190,33,214,4,14,249,7,9
"908",1399,25,170,4,14,249,7,9
"909",2844,33,452,16,14,249,7,5
"910",1559,33,170,4,14,249,7,9
"911",2995,66,452,16,14,249,7,7
"912",2325,66,250,4,15,249,7,4
"913",1599,66,130,4,14,249,7,9
"914",2299,66,245,8,14,249,7,4
"915",1865,33,250,4,14,249,7,9
"916",1990,50,107,2,15,249,7,9
"917",1994,33,107,2,14,249,7,9
"918",2109,33,120,4,14,249,7,9
"919",1948,66,130,4,14,249,7,4
"920",1575,33,210,4,14,249,7,9
"921",2690,66,340,8,14,249,7,4
"922",1449,25,120,4,14,249,7,9
"923",2690,66,340,8,15,249,7,4
"924",1695,25,214,8,14,249,7,9
"925",2145,66,250,4,14,249,7,4
"926",2044,25,214,4,14,249,7,9
"927",1895,33,250,8,15,249,7,9
"928",2015,33,250,8,15,249,7,9
"929",2490,33,340,8,15,249,7,9
"930",1844,33,107,2,14,249,7,9
"931",1049,33,80,2,14,249,7,9
"932",2595,33,452,16,14,249,7,5
"933",2390,66,214,4,14,249,7,4
"934",1799,33,250,4,14,249,7,9
"935",1744,33,107,2,14,249,7,9
"936",2565,33,340,8,17,249,7,2
"937",2744,66,340,8,14,249,7,4
"938",2799,50,320,8,15,249,7,4
"939",1994,25,214,4,14,249,7,9
"940",1495,33,212,4,14,249,7,9
"941",2045,33,250,8,15,249,7,9
"942",3194,66,452,16,14,249,7,7
"943",1499,33,130,4,14,249,7,9
"944",2194,66,107,2,14,249,7,4
"945",3609,66,527,4,15,249,7,7
"946",2190,25,340,8,14,249,7,9
"947",1745,33,210,4,14,249,7,9
"948",2590,50,340,8,14,249,7,4
"949",1639,66,130,4,14,249,7,9
"950",2044,50,107,2,14,249,7,9
"951",3244,66,452,16,14,249,7,7
"952",3595,66,500,8,15,249,7,7
"953",1595,33,212,4,15,249,7,9
"954",2444,66,214,4,14,249,7,4
"955",3144,50,452,16,14,249,7,5
"956",2395,33,340,8,14,249,7,9
"957",1944,25,214,4,14,249,7,9
"958",2594,33,340,8,14,249,7,9
"959",1895,33,212,8,14,249,7,9
"960",3044,33,452,16,14,249,7,5
"961",2225,66,340,8,15,249,7,4
"962",1495,33,212,4,14,298,8,9
"963",2799,50,320,8,15,298,8,4
"964",1544,25,107,2,14,298,8,9
"965",2344,33,426,8,14,298,8,9
"966",2794,33,540,16,14,298,8,5
"967",1399,25,170,4,14,298,8,9
"968",2295,50,107,4,14,298,8,9
"969",2195,66,214,4,14,298,8,4
"970",2594,50,426,8,14,298,8,4
"971",3299,50,450,8,15,298,8,7
"972",2194,25,426,8,14,298,8,9
"973",3499,66,450,8,17,298,8,2
"974",2090,33,214,4,14,298,8,9
"975",2695,66,340,4,14,298,8,4
"976",2644,50,426,8,14,298,8,4
"977",1695,25,214,4,14,298,8,9
"978",2095,50,214,4,14,298,8,9
"979",1594,25,107,2,14,298,8,9
"980",1845,66,210,4,14,298,8,4
"981",2044,50,107,2,14,298,8,9
"982",4295,33,1100,16,14,298,8,5
"983",2795,33,540,16,14,298,8,5
"984",2045,33,250,8,15,298,8,9
"985",2544,33,426,8,14,298,8,9
"986",2399,50,340,8,14,298,8,4
"987",2225,66,250,4,14,298,8,4
"988",1470,25,214,4,14,298,8,9
"989",1575,33,210,4,14,298,8,9
"990",2394,66,214,4,14,298,8,4
"991",1795,50,107,2,14,298,8,9
"992",1599,50,170,4,14,298,8,9
"993",1299,33,130,4,14,298,8,9
"994",4494,33,1100,16,14,298,8,7
"995",2744,33,540,16,14,298,8,5
"996",2444,33,426,8,14,298,8,9
"997",2090,25,426,8,15,298,8,9
"998",2290,66,214,4,14,298,8,4
"999",2469,50,340,8,17,298,8,2
"1000",1495,33,107,4,14,298,8,9
"1001",1994,33,214,4,14,298,8,9
"1002",1644,33,107,2,14,298,8,9
"1003",2325,66,250,8,15,298,8,4
"1004",3515,66,424,16,17,298,8,2
"1005",1544,33,107,4,14,298,8,9
"1006",1579,25,120,4,14,298,8,9
"1007",1509,50,130,4,14,298,8,9
"1008",2589,66,340,8,17,298,8,2
"1009",2090,25,426,8,14,298,8,9
"1010",2565,33,340,8,17,298,8,2
"1011",2494,50,107,4,14,298,8,9
"1012",1865,25,170,4,17,298,8,2
"1013",2175,66,250,8,15,298,8,4
"1014",2190,50,214,4,14,298,8,9
"1015",1444,25,107,4,14,298,8,9
"1016",2109,33,120,4,14,298,8,9
"1017",2395,50,426,8,14,298,8,4
"1018",1790,33,107,2,15,298,8,9
"1019",1795,25,107,4,14,298,8,9
"1020",1695,33,250,4,14,298,8,9
"1021",3144,66,540,16,14,298,8,7
"1022",1999,33,230,4,14,298,8,9
"1023",2494,33,426,8,14,298,8,9
"1024",1894,25,214,4,14,298,8,9
"1025",2894,66,340,4,14,298,8,4
"1026",2399,50,250,8,15,298,8,4
"1027",1590,33,107,2,15,298,8,9
"1028",1799,33,120,4,14,298,8,9
"1029",1999,33,245,8,14,298,8,9
"1030",3094,50,540,16,14,298,8,5
"1031",2899,50,240,4,14,298,8,4
"1032",1879,50,170,4,14,298,8,9
"1033",2744,25,540,16,14,298,8,5
"1034",2495,33,340,4,14,298,8,9
"1035",2594,66,107,4,14,298,8,4
"1036",2845,66,340,8,17,298,8,2
"1037",1799,33,170,4,14,298,8,9
"1038",2999,66,540,8,15,298,8,7
"1039",3495,50,452,8,14,298,8,7
"1040",3295,66,545,8,14,298,8,7
"1041",3099,66,450,16,15,298,8,7
"1042",1890,50,107,2,14,298,8,9
"1043",4594,50,1100,16,14,298,8,7
"1044",1819,50,210,4,15,298,8,9
"1045",1590,33,107,2,14,298,8,9
"1046",1899,25,120,4,14,298,8,9
"1047",2090,33,214,4,15,298,8,9
"1048",3395,33,452,8,14,298,8,5
"1049",3025,33,1370,8,14,298,8,5
"1050",1795,33,214,4,14,298,8,9
"1051",2590,25,540,16,14,298,8,5
"1052",2295,66,250,8,15,298,8,4
"1053",1999,33,120,4,14,298,8,9
"1054",1945,33,250,4,14,298,8,9
"1055",1844,25,214,4,14,298,8,9
"1056",2845,66,250,8,14,298,8,4
"1057",1599,25,120,4,14,298,8,9
"1058",1890,33,214,4,14,298,8,9
"1059",1295,25,170,4,14,298,8,9
"1060",2844,33,540,16,14,298,8,5
"1061",1944,33,214,4,14,298,8,9
"1062",1849,33,170,4,14,298,8,9
"1063",1994,33,214,8,14,298,8,9
"1064",2045,33,250,4,15,298,8,9
"1065",2390,33,426,8,15,298,8,9
"1066",1995,33,340,8,14,298,8,9
"1067",1490,25,107,2,15,298,8,9
"1068",3599,33,345,16,17,298,8,2
"1069",2344,50,214,4,14,298,8,9
"1070",2644,66,426,8,14,298,8,4
"1071",2544,50,426,8,14,298,8,4
"1072",1990,66,107,2,15,298,8,4
"1073",1695,25,214,8,14,298,8,9
"1074",2195,33,214,8,14,298,8,9
"1075",2190,50,214,4,15,298,8,9
"1076",2994,33,540,16,14,298,8,5
"1077",1544,50,130,4,14,298,8,9
"1078",2890,33,540,16,15,298,8,5
"1079",2995,66,424,16,15,298,8,7
"1080",2294,50,214,4,14,298,8,9
"1081",1559,33,170,4,14,298,8,9
"1082",3789,66,527,8,15,298,8,7
"1083",1895,33,107,4,14,298,8,9
"1084",1919,50,170,4,14,298,8,9
"1085",2144,25,426,8,14,298,8,9
"1086",2295,33,426,8,14,298,8,9
"1087",2595,50,340,4,14,298,8,4
"1088",2648,66,245,8,14,298,8,4
"1089",2590,66,426,8,15,298,8,4
"1090",1049,33,80,2,14,298,8,9
"1091",3495,66,500,16,14,298,8,7
"1092",1667,33,107,8,14,298,8,9
"1093",1744,33,107,2,14,298,8,9
"1094",2244,33,426,8,14,298,8,9
"1095",2295,50,340,8,15,298,8,4
"1096",1490,25,107,2,14,298,8,9
"1097",2595,33,540,16,14,298,8,5
"1098",2144,66,107,2,14,298,8,4
"1099",4495,66,1100,16,14,298,8,7
"1100",2444,66,214,4,14,298,8,4
"1101",2325,66,250,4,15,298,8,4
"1102",3895,66,1370,8,14,298,8,7
"1103",1975,33,250,8,14,298,8,9
"1104",1895,66,107,2,14,298,8,4
"1105",2299,66,245,8,14,298,8,4
"1106",2344,66,214,4,14,298,8,4
"1107",2999,66,320,8,15,298,8,4
"1108",2170,33,340,8,14,298,8,9
"1109",2190,33,426,8,15,298,8,9
"1110",2834,66,426,8,15,298,8,4
"1111",1944,25,214,4,14,298,8,9
"1112",1894,33,107,2,14,298,8,9
"1113",2099,33,120,4,14,298,8,9
"1114",2225,66,340,8,15,298,8,4
"1115",2299,66,120,4,14,298,8,4
"1116",2095,25,214,8,14,298,8,9
"1117",2644,25,540,16,14,298,8,5
"1118",3594,33,452,8,14,298,8,5
"1119",2995,66,540,16,14,298,8,7
"1120",2244,33,214,4,14,298,8,9
"1121",2990,50,540,16,15,298,8,7
"1122",1939,66,210,4,15,298,8,4
"1123",4694,66,1100,16,14,298,8,7
"1124",2039,66,170,4,14,298,8,4
"1125",1495,33,107,2,14,298,8,9
"1126",3334,66,540,16,15,298,8,7
"1127",3794,66,452,8,14,298,8,7
"1128",2999,66,345,16,15,298,8,7
"1129",2094,66,107,2,14,298,8,4
"1130",2694,25,540,16,14,298,8,5
"1131",1395,25,170,4,15,298,8,9
"1132",1948,66,130,4,14,298,8,4
"1133",3694,50,452,8,14,298,8,7
"1134",1567,25,107,8,14,298,8,9
"1135",2125,66,250,8,15,298,8,4
"1136",2745,66,250,8,17,298,8,2
"1137",1944,33,107,2,14,298,8,9
"1138",1499,33,130,4,14,298,8,9
"1139",2999,66,450,8,15,298,8,7
"1140",1594,25,107,4,14,298,8,9
"1141",1995,25,426,8,14,298,8,9
"1142",2095,33,212,4,17,298,8,2
"1143",2815,50,340,8,17,298,8,2
"1144",2495,66,426,8,14,298,8,4
"1145",3999,66,450,8,17,298,8,2
"1146",2690,33,540,16,15,298,8,5
"1147",3144,50,540,16,14,298,8,5
"1148",1449,25,120,4,14,298,8,9
"1149",1994,50,107,2,14,298,8,9
"1150",2495,25,540,16,14,298,8,5
"1151",3670,66,500,16,14,298,8,7
"1152",2794,50,340,4,14,298,8,4
"1153",1729,66,170,4,14,298,8,4
"1154",2690,33,540,16,14,298,8,5
"1155",4095,66,500,16,17,298,8,7
"1156",2590,25,540,16,15,298,8,5
"1157",2244,25,426,8,14,298,8,9
"1158",1799,33,250,4,14,298,8,9
"1159",2595,33,340,8,17,298,8,2
"1160",1599,66,130,4,14,298,8,9
"1161",2390,33,426,8,14,298,8,9
"1162",2675,66,340,8,17,298,8,2
"1163",2890,33,540,16,14,298,8,5
"1164",3090,66,540,16,15,298,8,7
"1165",1975,66,250,4,14,298,8,4
"1166",2944,33,540,16,14,298,8,5
"1167",1990,66,107,2,14,298,8,4
"1168",1895,33,250,8,15,298,8,9
"1169",2145,66,250,4,14,298,8,4
"1170",2694,33,340,4,14,298,8,9
"1171",1844,33,107,2,14,298,8,9
"1172",2990,50,540,16,14,298,8,5
"1173",2590,66,426,8,14,298,8,4
"1174",2015,66,210,4,14,298,8,4
"1175",1694,33,107,2,14,298,8,9
"1176",2395,33,212,8,17,298,8,2
"1177",4395,50,1100,16,14,298,8,7
"1178",3244,66,540,16,14,298,8,7
"1179",2945,66,250,8,15,298,8,4
"1180",2199,66,340,4,14,298,8,4
"1181",1890,50,107,2,15,298,8,9
"1182",2294,33,426,8,14,298,8,9
"1183",1745,33,210,4,14,298,8,9
"1184",2395,33,340,8,17,298,8,2
"1185",2395,66,107,4,14,298,8,4
"1186",1570,33,214,4,14,298,8,9
"1187",2699,33,345,16,15,298,8,5
"1188",1895,33,212,8,15,298,8,9
"1189",1709,33,210,4,15,298,8,9
"1190",2194,33,214,4,14,298,8,9
"1191",1395,25,107,4,14,298,8,9
"1192",1639,66,130,4,14,298,8,9
"1193",2095,33,426,8,14,298,8,9
"1194",2195,33,107,4,14,298,8,9
"1195",1790,25,214,4,14,298,8,9
"1196",3044,33,540,16,14,298,8,5
"1197",2599,50,230,4,14,298,8,4
"1198",1890,33,214,4,15,298,8,9
"1199",2490,50,426,8,15,298,8,4
"1200",1749,33,230,4,14,298,8,9
"1201",1499,33,170,4,14,298,8,9
"1202",3899,66,345,16,17,298,8,7
"1203",2470,50,340,8,15,298,8,4
"1204",3948,33,345,16,17,298,8,2
"1205",1499,25,170,4,14,298,8,9
"1206",1894,25,214,8,14,298,8,9
"1207",4248,66,345,16,17,298,8,7
"1208",3048,33,345,16,15,298,8,5
"1209",2044,33,214,4,14,298,8,9
"1210",3595,66,500,16,15,298,8,7
"1211",1644,25,107,2,14,298,8,9
"1212",1865,33,250,4,14,298,8,9
"1213",1795,33,212,8,14,298,8,9
"1214",2095,33,340,8,15,298,8,9
"1215",2694,66,426,8,14,298,8,4
"1216",1899,33,230,4,14,298,8,9
"1217",2425,33,545,8,14,298,8,9
"1218",2799,66,450,8,15,298,8,4
"1219",1795,33,214,8,14,298,8,9
"1220",2015,33,250,8,15,298,8,9
"1221",2895,50,540,16,14,298,8,5
"1222",1790,25,214,4,15,298,8,9
"1223",1694,33,107,4,14,298,8,9
"1224",1728,25,120,4,14,298,8,9
"1225",3609,66,527,4,15,298,8,7
"1226",2490,50,426,8,14,298,8,4
"1227",2075,33,250,8,15,298,8,9
"1228",2290,66,214,4,15,298,8,4
"1229",2799,33,240,4,14,298,8,9
"1230",2465,33,250,8,17,298,8,2
"1231",1790,33,107,2,14,298,8,9
"1232",3348,66,345,16,15,298,8,7
"1233",1399,33,130,4,14,298,8,9
"1234",1399,25,170,4,14,298,8,9
"1235",2044,66,107,2,14,298,8,4
"1236",3044,50,540,16,14,298,8,5
"1237",1595,33,212,4,15,298,8,9
"1238",1395,25,107,2,14,298,8,9
"1239",2348,33,245,8,14,298,8,9
"1240",1845,33,250,8,15,298,8,9
"1241",2394,33,107,4,14,298,8,9
"1242",1995,33,214,4,14,298,8,9
"1243",1945,33,340,8,15,298,8,9
"1244",1670,33,212,4,14,298,8,9
"1245",1470,25,170,4,14,298,8,9
"1246",1970,33,212,8,14,298,8,9
"1247",3595,66,452,8,14,298,8,7
"1248",2244,50,214,4,14,298,8,9
"1249",1599,25,170,4,14,298,8,9
"1250",3090,66,540,16,14,298,8,7
"1251",1749,33,170,4,14,298,8,9
"1252",2144,33,214,4,14,298,8,9
"1253",1944,50,107,2,14,298,8,9
"1254",2359,33,340,8,17,298,8,2
"1255",1848,33,130,4,14,298,8,9
"1256",2190,33,426,8,14,298,8,9
"1257",3194,66,540,16,14,298,8,7
"1258",1695,33,107,2,14,298,8,9
"1259",2744,66,426,8,14,298,8,4
"1260",2990,50,528,16,14,246,9,5
"1261",1895,66,107,2,14,246,9,4
"1262",2395,50,426,8,14,246,9,4
"1263",2294,33,426,8,14,246,9,9
"1264",2199,66,340,4,14,246,9,4
"1265",1890,33,212,4,14,246,9,9
"1266",3499,66,527,4,14,246,9,7
"1267",2399,33,340,8,15,246,9,9
"1268",3348,66,345,16,15,246,9,7
"1269",2295,50,340,8,15,246,9,4
"1270",2099,33,120,4,14,246,9,9
"1271",1944,33,107,2,14,246,9,9
"1272",2590,25,528,16,15,246,9,5
"1273",1699,33,212,4,14,246,9,9
"1274",2644,25,528,16,14,246,9,5
"1275",1995,33,214,4,14,246,9,9
"1276",3699,66,345,16,17,246,9,2
"1277",2295,33,426,8,14,246,9,9
"1278",1579,25,120,4,14,246,9,9
"1279",1795,33,214,4,14,246,9,9
"1280",2795,33,528,16,14,246,9,5
"1281",2090,33,214,4,15,246,9,9
"1282",1490,25,107,2,14,246,9,9
"1283",2499,50,340,8,15,246,9,4
"1284",2599,66,340,8,15,246,9,4
"1285",1999,66,170,4,14,246,9,4
"1286",1579,50,170,4,14,246,9,9
"1287",2594,50,426,8,14,246,9,4
"1288",1749,50,212,4,14,246,9,9
"1289",1499,33,170,4,14,246,9,9
"1290",1990,66,107,2,15,246,9,4
"1291",1894,25,120,4,14,246,9,9
"1292",1790,33,107,2,14,246,9,9
"1293",3599,66,527,4,15,246,9,7
"1294",2294,50,214,4,14,246,9,9
"1295",1899,25,120,4,14,246,9,9
"1296",1944,33,214,4,14,246,9,9
"1297",2590,66,426,8,14,246,9,4
"1298",1929,66,210,4,15,246,9,4
"1299",2995,66,540,16,14,246,9,7
"1300",2544,50,426,8,14,246,9,4
"1301",1495,33,212,4,14,246,9,9
"1302",1974,25,120,4,14,246,9,9
"1303",1809,50,210,4,15,246,9,9
"1304",1895,33,212,8,15,246,9,9
"1305",2244,33,426,8,14,246,9,9
"1306",2890,33,528,16,14,246,9,5
"1307",2690,33,528,16,14,246,9,5
"1308",2194,25,426,8,14,246,9,9
"1309",2395,33,212,8,17,246,9,2
"1310",1395,25,170,4,15,246,9,9
"1311",2199,50,230,8,15,246,9,4
"1312",1779,33,120,4,14,246,9,9
"1313",2190,33,426,8,14,246,9,9
"1314",2095,33,212,4,17,246,9,2
"1315",1490,25,107,2,15,246,9,9
"1316",1859,33,120,4,14,246,9,9
"1317",1994,50,107,2,14,246,9,9
"1318",1395,25,107,4,14,246,9,9
"1319",3094,50,528,16,14,246,9,5
"1320",1695,33,107,2,14,246,9,9
"1321",1469,33,170,4,14,246,9,9
"1322",2144,33,214,4,14,246,9,9
"1323",3789,66,527,8,15,246,9,7
"1324",2044,50,107,2,14,246,9,9
"1325",2798,66,340,8,15,246,9,4
"1326",2299,66,120,4,14,246,9,4
"1327",3094,66,245,4,14,246,9,4
"1328",1944,25,214,4,14,246,9,9
"1329",1844,25,214,4,14,246,9,9
"1330",1999,66,245,8,14,246,9,4
"1331",1379,25,212,4,14,246,9,9
"1332",1799,33,170,4,14,246,9,9
"1333",2190,33,212,8,14,246,9,9
"1334",1890,33,214,4,15,246,9,9
"1335",2495,66,426,8,14,246,9,4
"1336",4095,66,500,16,17,246,9,7
"1337",2490,50,426,8,15,246,9,4
"1338",1659,25,120,4,14,246,9,9
"1339",1899,33,120,4,14,246,9,9
"1340",3899,66,345,16,17,246,9,7
"1341",2344,33,426,8,14,246,9,9
"1342",2744,25,528,16,14,246,9,5
"1343",2190,33,426,8,15,246,9,9
"1344",2248,33,245,8,14,246,9,9
"1345",1594,25,107,2,14,246,9,9
"1346",2744,33,528,16,14,246,9,5
"1347",2784,33,245,8,14,246,9,9
"1348",1695,25,214,4,14,246,9,9
"1349",2090,25,426,8,14,246,9,9
"1350",2144,66,107,2,14,246,9,4
"1351",2844,33,528,16,14,246,9,5
"1352",1865,25,170,4,17,246,9,2
"1353",2544,33,426,8,14,246,9,9
"1354",1549,25,212,4,14,246,9,9
"1355",2590,66,426,8,15,246,9,4
"1356",2290,66,214,4,15,246,9,4
"1357",2994,33,528,16,14,246,9,5
"1358",1790,25,214,4,14,246,9,9
"1359",2444,66,214,4,14,246,9,4
"1360",2144,25,426,8,14,246,9,9
"1361",1399,33,130,4,14,246,9,9
"1362",2090,25,426,8,15,246,9,9
"1363",2099,33,120,4,14,246,9,9
"1364",3334,66,540,16,15,246,9,7
"1365",3849,66,450,16,15,246,9,7
"1366",1449,25,120,4,14,246,9,9
"1367",2469,33,245,8,14,246,9,9
"1368",1644,25,107,2,14,246,9,9
"1369",2095,33,426,8,14,246,9,9
"1370",2899,50,240,4,14,246,9,4
"1371",1499,66,130,4,14,246,9,9
"1372",1644,33,107,2,14,246,9,9
"1373",1279,33,130,4,14,246,9,9
"1374",2390,33,426,8,15,246,9,9
